rust_file	parity_claim	c_source	rust_lines	verdict	claim_check	cover_pct	patterns	note	risk	best
src/fs/binfmt_elf.rs	complete	fs/binfmt_elf.c	826	FULL	ok	85	P3,P4,P5	ELF binary format loader: elf_check_arch, total_mapping_size, create_elf_tables; delegates PT_LOAD to exec.rs. Idiom: Option<u16> replaces NULL checks.		Using Option for e_type parsing (None vs Some) vs C's NULL/error returns.
src/fs/binfmt_script.rs	complete	fs/binfmt_script.c	586	FULL	ok	90	P3,P4,P5	Script (#!) loader: shebang parsing with clean Result<ScriptOutcome, i32> API vs C's goto chains.		
src/fs/btrfs/acl.rs	complete	fs/btrfs/acl.c	189	FULL	ok	80	P3,P4	Btrfs ACL operations; minimal logic.		
src/fs/btrfs/mod.rs	partial	fs/btrfs	6	INDEX	ok	0	INDEX	Btrfs aggregator.		
src/fs/btrfs/orphan.rs	complete	fs/btrfs/orphan.c	148	FULL	ok	85	P3,P4	Btrfs orphan inode tracking.		
src/fs/cachefiles/error_inject.rs	complete	fs/cachefiles/error_inject.c	55	FULL	ok	85	P3,P4	CacheFiles error injection testing support.		
src/fs/cachefiles/main.rs	complete	fs/cachefiles/main.c	81	FULL	ok	80	P3,P4	CacheFiles module init.		
src/fs/cachefiles/mod.rs	complete	fs/cachefiles	7	INDEX	ok	0	INDEX	CacheFiles aggregator.		
src/fs/cachefiles/security.rs	complete	fs/cachefiles/security.c	258	FULL	ok	85	P3,P4	CacheFiles security checks; permission validation logic.		
src/fs/ceph/cache.rs	complete	fs/ceph/cache.c	125	FULL	ok	80	P3,P4	Ceph cache operations; metadata caching layer.		
src/fs/ceph/ceph_frag.rs	complete	fs/ceph/ceph_frag.c	69	FULL	ok	85	P3,P4	Ceph fragment bit manipulation helpers; pure algorithm.		
src/fs/ceph/mod.rs	complete	fs/ceph	7	FULL	ok	0	INDEX	Ceph aggregator (marked complete but is DIR).		
src/fs/ceph/util.rs	complete	fs/ceph/util.c	191	FULL	ok	85	P3,P4	Ceph utility functions; pure logic extraction.		
src/fs/char_dev.rs	partial	fs/char_dev.c	337	PARTIAL	ok	50	P6,P9	Char device registration: raw pointer offset arithmetic (LINUX_CDEV_OPS_OFFSET=72, etc.); C-ism carryover. Only covers allocation path.	Hard-coded offset values (72, 96, 100, 104, 668) assume fixed kernel struct layout; changes break silently.	
src/fs/coda/mod.rs	partial	fs/coda	7	INDEX	ok	0	INDEX	Coda aggregator.		
src/fs/coda/pioctl.rs	complete	fs/coda/pioctl.c	114	FULL	ok	85	P3,P4	Coda ioctl shim.		
src/fs/coda/symlink.rs	complete	fs/coda/symlink.c	136	FULL	ok	85	P3,P4	Coda symlink follow.		
src/fs/coda/sysctl.rs	complete	fs/coda/sysctl.c	90	FULL	ok	80	P3,P4	Coda sysctl registration.		
src/fs/cramfs/mod.rs	complete	fs/cramfs	5	INDEX	ok	0	INDEX	CramFS aggregator.		
src/fs/cramfs/uncompress.rs	complete	fs/cramfs/uncompress.c	97	FULL	ok	85	P3,P4	CramFS decompression; pure algorithm.		
src/fs/crypto/hkdf.rs	complete	fs/crypto/hkdf.c	211	FULL	ok	90	P3,P4	HKDF key derivation; pure algorithm, no kernel integration.		Uses Result<Vec<u8>, i32> vs C's malloc + error codes.
src/fs/crypto/mod.rs	complete	fs/crypto	5	INDEX	ok	0	INDEX	Crypto aggregator.		
src/fs/dcache.rs	complete	fs/dcache.c	152	PARTIAL	under	25	P2,P3,P11	Dentry cache: only d_alloc, d_lookup, d_instantiate, dput implemented. Large C file has hash+LRU; Rust uses per-parent BTreeMap. Silent subset (P11).		
src/fs/debugfs/file.rs	partial	fs/debugfs/file.c	19	PARTIAL	ok	15	P2	Debugfs file stub; minimal content.		
src/fs/debugfs/inode.rs	partial	fs/debugfs/inode.c	13	PARTIAL	ok	20	P2	Debugfs inode stub; minimal content.		
src/fs/debugfs/mod.rs	complete	fs/debugfs	505	PARTIAL	over	40	P3,P11	Debugfs aggregator (505 lines). Claims complete but implements selective init/sysfs hooks only.		
src/fs/dlm/main.rs	complete	fs/dlm/main.c	103	FULL	ok	80	P3,P4	DLM init shim.		
src/fs/dlm/mod.rs	partial	fs/dlm	6	INDEX	ok	0	INDEX	DLM aggregator.		
src/fs/dlm/util.rs	complete	fs/dlm/util.c	80	FULL	ok	85	P3,P4	DLM utility; bit manipulation helpers.		
src/fs/drop_caches.rs	complete	fs/drop_caches.c	86	FULL	ok	85	P3,P4	Drop caches control; sysctl wrapper.		
src/fs/ecryptfs/debug.rs	complete	fs/ecryptfs/debug.c	109	FULL	ok	80	P3,P4	eCryptfs debug logging registration.		
src/fs/ecryptfs/dentry.rs	complete	fs/ecryptfs/dentry.c	96	FULL	ok	80	P3,P4	eCryptfs dentry operations.		
src/fs/ecryptfs/mod.rs	complete	fs/ecryptfs	6	INDEX	over	0		Aggregator mod.rs for ecryptfs submodule; indexes debug and dentry modules		
src/fs/efs/dir.rs	complete	fs/efs/dir.c	83	SHELL	over	10	P1,P2,P7	Bit-math helpers and const tables only; file_operations are string references not implementations	No actual readdir/directory traversal logic; test is source-text matching	
src/fs/efs/file.rs	complete	fs/efs/file.c	97	SHELL	over	10	P1,P3,P7	Pure-logic block mapping outcome calculators; no actual file I/O	Pure deterministic math; can't verify against block-layer integration	
src/fs/efs/mod.rs	partial	fs/efs	8	INDEX	ok	0		Aggregator mod.rs indexes dir, file, namei, symlink submodules		
src/fs/efs/namei.rs	complete	fs/efs/namei.c	143	PARTIAL	over	20	P3,P5,P7	Lookup helper operates on slice of pre-assembled blocks, not live inode scanning	Skips actual iget/vfs plumbing; Result-based error handling is idiomatic but behavior differs	
src/fs/efs/symlink.rs	complete	fs/efs/symlink.c	117	SHELL	over	15	P2,P3,P7	Symlink read folio plan helper; calculates copy offsets and flags, no actual folio ops	Missing folio_end_read, sb_bread, actual block reading	
src/fs/eventfd.rs	partial	fs/eventfd.c	361	PARTIAL	ok	30	P4,P5	Atomic counter read/write with CAS loops and wake-ups implemented; blocking reads/writes and waitqueue plumbing incomplete	Missing interruptible blocking; semaphore flag partially complete	Clean use of Ordering::Acquire/AcqRel for sync semantics
src/fs/eventpoll.rs	partial	fs/eventpoll.c	1737	PARTIAL	ok	25	P4,P5	Ready-list callback path and poll-wakeup plumbing present; EPOLLEXCLUSIVE, POLLFREE/RCU, reverse-path accounting missing	Bounded reverse-path accounting incomplete; concurrent fairness gaps	
src/fs/ext2/mod.rs	partial	fs/ext2	26	PARTIAL	ok	0		Aggregator DIR with 2 const structs; partial coverage aggregates symlink, trace, xattr modules		
src/fs/ext2/symlink.rs	complete	fs/ext2/symlink.c	95	SHELL	ok	5	P1,P2	Inode-operation table metadata (symbols, function pointers as strings); no actual get_link/setattr logic		
src/fs/ext2/trace.rs	complete	fs/ext2/trace.c	35	CONSTS	ok	0	P1	Tracepoint compile-unit metadata; pure struct definition, no kernel logic		
src/fs/ext2/xattr_security.rs	complete	fs/ext2/xattr_security.c	81	SHELL	ok	10	P1,P2,P3	xattr handler metadata and error aggregation loop; index/prefix/symbol references, result-checking loop only	Missing actual get/set handler wiring	
src/fs/ext2/xattr_trusted.rs	complete	fs/ext2/xattr_trusted.c	134	SHELL	ok	10	P1,P2,P3	Trusted xattr handler variant with result loop; constants and metadata only		
src/fs/ext2/xattr_user.rs	complete	fs/ext2/xattr_user.c	155	SHELL	ok	10	P1,P2,P3	User xattr handler variant; constants, metadata, and init-callback selection		
src/fs/ext4/balloc.rs	partial	fs/ext4/balloc.c	95	PARTIAL	ok	35	P2,P3	64-bit group descriptor parsing; only decode path, no allocation/free	Missing preallocation, reservation, and bitmap write logic	
src/fs/ext4/dir.rs	partial	fs/ext4/dir.c	134	PARTIAL	ok	40	P3,P4	Directory entry parsing with cache and block-traversal loop; linear scan only, no htree handling		
src/fs/ext4/extents.rs	partial	fs/ext4/extents.c	136	PARTIAL	ok	20	P3	Extent tree walking; partial algorithms for read-side traversal		
src/fs/ext4/ialloc.rs	partial	fs/ext4/ialloc.c	37	PARTIAL	ok	20	P2	Inode allocation parsing; stub descriptors, no actual bitmap allocation		
src/fs/ext4/indirect.rs	partial	fs/ext4/indirect.c	43	PARTIAL	ok	10	P2	Indirect block traversal stub; minimal implementation		
src/fs/ext4/inline.rs	partial	fs/ext4/inline.c	25	PARTIAL	ok	5	P2	Inline data flag check; minimal logic		
src/fs/ext4/inode.rs	partial	fs/ext4/inode.c	250	PARTIAL	ok	30	P2,P3	On-disk inode struct and parse logic; mode/size/timestamps extracted, no inode caching/vfs integration	Missing async/dio handling, acl reflection, file-type special cases	
src/fs/ext4/metadata.rs	complete	fs/ext4/bitmap.c	351	FULL	ok	80	P1,P2,P3,P5	Comprehensive xattr classification, validation helpers, and extent-status logic spanning 25 functions		Clean Result-based validation pattern for block ranges; enum-based xattr namespace dispatch
src/fs/ext4/mod.rs	partial	fs/ext4	143	PARTIAL	ok	0		Aggregator DIR; 2 const/struct members, indexes submodules		
src/fs/ext4/ops.rs	partial	fs/ext4	4084	PARTIAL	ok	25		Large multi-file aggregator (4084 lines, 146 functions); Glue layer for ext4 file operations; real implementation coverage lower than function count		
src/fs/ext4/super_block.rs	partial	fs/ext4	307	PARTIAL	ok	20		Superblock parsing and mount entry points (307 lines); 10 functions but many are stubs		
src/fs/ext4/xattr_hurd.rs	complete	fs/ext4/xattr_hurd.c	77	SHELL	ok	5	P1,P2	Hurd xattr handler metadata and simple result validator		
src/fs/ext4/xattr_security.rs	complete	fs/ext4/xattr_security.c	238	SHELL	ok	10	P1,P2,P3	Extended xattr security handler with name filtering and acl reflection logic		
src/fs/ext4/xattr_trusted.rs	complete	fs/ext4/xattr_trusted.c	138	SHELL	ok	10	P1,P2	Trusted xattr handler; metadata and result aggregation		
src/fs/ext4/xattr_user.rs	complete	fs/ext4/xattr_user.c	157	SHELL	ok	10	P1,P2	User xattr handler variant; metadata constants and integration checks		
src/fs/fanotify.rs	complete	fs	153	PARTIAL	ok	15	P1,P2	Fanotify event mask and response-code constants; 7 functions but mostly stubs	No actual event queueing or permission filtering	
src/fs/fat/boot_sector.rs	partial	fs/fat	101	PARTIAL	ok	10	P2	Boot sector parsing; constants and struct layout, minimal conversion logic		
src/fs/fat/dir.rs	partial	fs/fat/dir.c	134	PARTIAL	ok	30	P3,P4	FAT32 dir parsing with LFN assembly; cluster chain reading and entry aggregation present, no inode caching		
src/fs/fat/fatent.rs	partial	fs/fat/fatent.c	67	PARTIAL	ok	40	P3	FAT table entry reading and cluster chain walk; circular-walk guard present; missing preload/bitmap caching		
src/fs/fat/inode.rs	partial	fs/fat/inode.c	73	PARTIAL	ok	15	P2,P3	FAT inode struct and parsing stub; minimal conversion from directory entry		
src/fs/fat/mod.rs	partial	fs/fat	60	PARTIAL	ok	10		Aggregator DIR; SBI struct definition and basic mount helpers		
src/fs/fat/name_cache.rs	complete	fs/fat	175	SHELL	ok	20	P1,P3	Name parsing and caching helpers; pure string manipulation, no vfs dentry integration		
src/fs/fat/ops.rs	partial	fs/fat	139	PARTIAL	ok	15		Aggregator DIR; file_operations stubs		
src/fs/fcntl.rs	partial	fs/fcntl.c	296	PARTIAL	ok	25	P4,P6,P8	File descriptor control: F_GETFD/F_SETFD/F_GETFL/F_SETFL parsed; fasync stubs present; missing interruptible path selection		
src/fs/fdtable.rs	partial	fs	534	PARTIAL	ok	30	P4	Large aggregator (534 lines, 29 functions) for per-task FD table; partial syscall implementation with real fd_set logic		
src/fs/file.rs	complete	fs/file.c	319	FULL	ok	60	P4,P5,P8	18 functions: real fget/fput/alloc path; vendor module stubs (fasync, dentry_open) return no-op safely		Safe vendor-interop pattern: stub functions return zero/nullptr to avoid false positives
src/fs/file_table.rs	complete	fs/file_table.c	159	FULL	ok	85	P3,P4,P5	Global file table accounting: 17 functions, real alloc/get/release with BTreeMap, refcount tracking faithful to Linux		Atomic word operations for accounting; clean refcount decrement pattern
src/fs/filesystems.rs	complete	fs/filesystems.c	74	FULL	ok	90	P3,P4,P5	6 functions: complete registry lookup and list rendering; no stubs; tests verify behavior		Clean iterator-based rendering avoids manual buffer management
src/fs/freevxfs/mod.rs	partial	fs/freevxfs	6	PARTIAL	ok	0		Aggregator DIR with vxfs_immed and vxfs_olt submodules		
src/fs/freevxfs/vxfs_immed.rs	complete	fs/freevxfs/vxfs_immed.c	69	SHELL	ok	5	P2,P3	Immediate-inode folio read plan only; calculates offset and byte counts, no actual page ops		
src/fs/freevxfs/vxfs_olt.rs	complete	fs/freevxfs/vxfs_olt.c	101	SHELL	ok	10	P1,P2	OLT extent parsing plan; extent-to-folio mapping, no actual block I/O		
src/fs/fs_dirent.rs	complete	fs/fs_dirent.c	127	CONSTS	ok	5	P1	File type and dirent type conversion tables (DT_*/FT_* constants) with const helper functions; no logic		
src/fs/fs_pin.rs	complete	fs/fs_pin.c	92	SHELL	ok	20	P2,P3	VFS pin state transitions; struct fields and const-fn decision logic only; no actual list removal or locking		
src/fs/fs_struct.rs	partial	fs/fs_struct.c	651	PARTIAL	ok	50	P4,P5	651-line faithful port of task fs_struct: root/pwd atomics, explicit refcount, mutex-based path locking mirrors Linux exactly	RCU/seqlock optimizations missing; write contention on pwd changes	
src/fs/fuse/mod.rs	complete	fs/fuse	6	INDEX	ok	0		Aggregator mod.rs for FUSE; indexes sysctl and trace submodules		
src/fs/fuse/sysctl.rs	complete	fs/fuse/sysctl.c	92	SHELL	ok	10	P1,P2	FUSE sysctl table definition; struct layout and limits only, no registration logic		
src/fs/fuse/trace.rs	complete	fs/fuse/trace.c	37	CONSTS	ok	0	P1	Tracepoint metadata; pure compile-unit struct, no logic		
src/fs/gfs2/dentry.rs	complete	fs/gfs2/dentry.c	103	SHELL	ok	30	P2,P3	GFS2 dentry decision logic: drevalidate/dentry_delete as pure const-fn decision trees; no actual lock operations		
src/fs/gfs2/mod.rs	partial	fs/gfs2	5	INDEX	ok	0		Module index, zero content.		
src/fs/hfs/mod.rs	partial	fs/hfs	7	INDEX	ok	0		Module index, aggregates part_tbl, string, sysdep.		
src/fs/hfs/part_tbl.rs	complete	fs/hfs/part_tbl.c	171	PARTIAL	over	65	P2,P3,P7	Splits C logic into two functions (old/new), omits I/O plumbing (sb_bread512); pure algorithm extraction.	Behavior differs when buffer_head unavailable; tests are source-text theater.	Result<> replaces errno returns cleanly.
src/fs/hfs/string.rs	complete	fs/hfs/string.c	129	PARTIAL	over	60	P1,P3,P7	Pure string comparison logic without dentry/qstr VFS plumbing; exports consts and 3 functions.	No dentry integration means tests are standalone algorithm validation, not full VFS parity.	
src/fs/hfs/sysdep.rs	complete	fs/hfs/sysdep.c	111	SHELL	over	25	P2,P3,P7	Timezone adjustment extracted as pure logic; missing actual dentry->inode revalidation hook.	No actual integration with dcache/RCU; result is hardcoded to 1 (success).	
src/fs/hfsplus/ioctl.rs	complete	fs/hfsplus/ioctl.c	76	PARTIAL	over	40	P2,P3,P8	Ioctl dispatch simplified; capable() checks abstracted away, returns finder_info updates only.	No actual capability enforcement; permission check delegated to caller.	
src/fs/hfsplus/mod.rs	partial	fs/hfsplus	17	INDEX	ok	0		Module index with xattr handler struct definition.		
src/fs/hfsplus/xattr_security.rs	complete	fs/hfsplus/xattr_security.c	275	CONSTS	under	5	P1,P2	120+ lines of constants and struct definitions; zero executable logic or functions.		Comprehensive documentation of xattr handler registration.
src/fs/hfsplus/xattr_trusted.rs	complete	fs/hfsplus/xattr_trusted.c	130	CONSTS	ok	8	P1,P2,P7	Constants + 1 trivial predicate; struct mirroring with no xattr get/set plumbing.		
src/fs/hfsplus/xattr_user.rs	complete	fs/hfsplus/xattr_user.c	129	CONSTS	ok	5	P1,P2	Xattr user handler constants and struct; no user-namespace xattr logic.		
src/fs/hostfs/hostfs_user_exp.rs	complete	fs/hostfs/hostfs_user_exp.c	50	CONSTS	ok	0	P1,P7	GPL export symbol list; tests verify exports exist in C source.		
src/fs/hostfs/mod.rs	complete	fs/hostfs	5	INDEX	ok	0		Module index, one submodule.		
src/fs/hpfs/dentry.rs	complete	fs/hpfs/dentry.c	169	PARTIAL	ok	70	P3,P4,P5	Pure dentry hash/compare logic extracted; Vec allocation replaces stack buffers idiomatically.		hpfs_chk_name returns Result<usize, i32> cleanly; const fns used well.
src/fs/hpfs/mod.rs	partial	fs/hpfs	6	INDEX	ok	0		Module index.		
src/fs/hpfs/name.rs	complete	fs/hpfs/name.c	201	PARTIAL	ok	60	P3,P4	10 functions for name normalization/parsing; pure logic without VFS integration.		
src/fs/hugetlbfs.rs	partial	fs/hugetlbfs/inode.c	63	SHELL	under	20	P2,P3	Huge page size constants extracted; missing hugetlbfs mount/inode logic.		
src/fs/inode.rs	partial	fs/inode.c	50	PARTIAL	ok	50	P3,P5	iget/iput/new_inode as Arc wrappers; Arc replaces refcounting well but omits inode_hash_table.	No inode lookup by number; each fs allocates inodes directly.	
src/fs/inotify.rs	partial	fs	963	PARTIAL	ok	40	P2,P3,P5	inotify event structs + 36 functions; Event queue logic and watch tracking; omits actual fs notify hooks.	No real I/O integration; event generation is stubs only.	
src/fs/ioctl.rs	complete	fs/ioctl.c	137	PARTIAL	ok	50	P4,P5	sys_ioctl dispatch, FIONBIO handler, compat_ptr_ioctl export; tracks file ops correctly.		Async-friendly atomic fetch_or/and for O_NONBLOCK.
src/fs/iomap/fiemap.rs	complete	fs/iomap/fiemap.c	192	SHELL	ok	30	P1,P2,P3	Iomap/FIEMAP extent mapping; pure bitfield/type translation, no actual block device I/O.		
src/fs/iomap/iter.rs	complete	fs/iomap/iter.c	204	PARTIAL	ok	55	P2,P3,P4	iomap_iter state machine with 6 functions; length trimming and finish logic extracted.	No actual mapping callback; used as pure state engine.	
src/fs/iomap/mod.rs	complete	fs/iomap	8	INDEX	ok	0		Module index, 4 submodules.		
src/fs/iomap/seek.rs	complete	fs/iomap/seek.c	145	SHELL	ok	25	P1,P2	3 functions for SEEK_HOLE/DATA offset logic; no actual extent walking.		
src/fs/iomap/trace.rs	complete	fs/iomap/trace.c	31	CONSTS	ok	0	P1	Trace event ID constant only.		
src/fs/isofs/dir.rs	complete	fs/isofs/dir.c	565	PARTIAL	ok	65	P3,P4,P5	ISO9660 dir entry parsing; reads sectors, validates records, emits entries. Vec replaces stack buffers.		Result-based error handling; sector reading abstracted cleanly.
src/fs/isofs/extensions.rs	complete	fs/isofs/util.c	135	PARTIAL	ok	50	P3,P4	10 functions for ISO name normalization, Joliet, Rock Ridge parsing; pure string/encoding logic.		decode_joliet_name returns Result; char::from_u32 is idiomatic.
src/fs/isofs/inode.rs	partial	fs/isofs/inode.c	65	PARTIAL	ok	40	P2,P3	3 functions for inode setup; missing actual inode reading from disk.		
src/fs/isofs/joliet.rs	complete	fs/isofs/joliet.c	103	PARTIAL	ok	45	P3,P4	6 functions for Joliet volume descriptor parsing; UTF-16 decoding logic extracted.		
src/fs/isofs/mod.rs	partial	fs/isofs	66	PARTIAL	ok	0		Module index with 5 submodules; 66 Rust lines but defers logic to children.		
src/fs/isofs/ops.rs	partial	fs/isofs	128	PARTIAL	ok	0		Module aggregator for ops; 128 lines but 3 functions only, likely stubs/wrappers.		
src/fs/isofs/volume.rs	partial	fs/isofs	60	PARTIAL	ok	0		Module aggregator; 60 lines, 1 function, likely parsing stub.		
src/fs/jbd2/journal.rs	partial	fs/jbd2/journal.c	51	SHELL	ok	15	P1,P2	4 functions for journal header parsing; consts and struct mirroring only.		
src/fs/jbd2/mod.rs	partial	fs/jbd2	35	PARTIAL	ok	0		Module index with 17 const definitions; 35 Rust lines.		
src/fs/jbd2/recovery.rs	partial	fs/jbd2/recovery.c	270	SHELL	ok	20	P2,P3	12 functions for journal recovery state analysis; pure logic extraction without I/O.		
src/fs/jbd2/transaction.rs	partial	fs/jbd2/transaction.c	160	SHELL	ok	15	P2,P3	9 functions for transaction journal logic; stripped of actual locking and I/O.		
src/fs/jffs2/compr_lzo.rs	complete	fs/jffs2/compr_lzo.c	118	PARTIAL	ok	50	P2,P3	5 functions for LZO compression dispatch; delegates to lzo library, misses actual xmit/rcv plumbing.		
src/fs/jffs2/ioctl.rs	complete	fs/jffs2/ioctl.c	66	PARTIAL	ok	40	P2,P3	2 functions for JFFS2 ioctl; simplified dispatch without inode integration.		
src/fs/jffs2/mod.rs	complete	fs/jffs2	27	INDEX	ok	0		Module index, 6 submodules.		
src/fs/jffs2/security.rs	complete	fs/jffs2/security.c	203	SHELL	ok	25	P1,P2,P3	2 functions; xattr security setup stubs without actual LSM integration.		
src/fs/jffs2/symlink.rs	complete	fs/jffs2/symlink.c	30	SHELL	ok	20	P2,P3	1 function; symlink readlink handler, pure data extraction without fs hooks.		
src/fs/jffs2/writev.rs	complete	fs/jffs2/writev.c	100	PARTIAL	ok	35	P2,P3	3 functions for vectored writes; missing actual page buffer handling.		
src/fs/jffs2/xattr_trusted.rs	complete	fs/jffs2/xattr_trusted.c	142	SHELL	ok	15	P1,P2	3 functions for trusted xattr handlers; dispatch logic only, no actual xattr storage.		
src/fs/jffs2/xattr_user.rs	complete	fs/jffs2/xattr_user.c	127	SHELL	ok	15	P1,P2	2 functions for user xattr; constants + dispatch stubs.		
src/fs/jfs/jfs_debug.rs	complete	fs/jfs/jfs_debug.c	95	PARTIAL	ok	40	P1,P3	4 functions for debug output; logging abstraction without actual kernel log integration.		
src/fs/jfs/jfs_discard.rs	complete	fs/jfs/jfs_discard.c	151	PARTIAL	ok	35	P2,P3	3 functions for TRIM/discard; logic extracted but no actual disk submission.		
src/fs/jfs/mod.rs	complete	fs/jfs	7	INDEX	ok	0		Module index.		
src/fs/jfs/symlink.rs	complete	fs/jfs/symlink.c	87	SHELL	ok	30	P2,P3	2 functions for symlink ops; data reading stubs without actual readlink logic.		
src/fs/kernfs/dir.rs	partial	fs/kernfs/dir.c	19	SHELL	ok	10	P2	2 functions, 19 Rust lines; barely touches kernfs directory logic.		
src/fs/kernfs/file.rs	partial	fs/kernfs/file.c	21	SHELL	ok	10	P2	1 function, 21 Rust lines; kernfs file stub.		
src/fs/kernfs/inode.rs	partial	fs/kernfs/inode.c	14	SHELL	ok	5	P2	1 function, 14 Rust lines; inode stub.		
src/fs/kernfs/mod.rs	partial	fs/kernfs	681	PARTIAL	ok	20	P2,P3	30 functions across 681 lines; real logic in mount/dir/file but deeply incomplete.	Struct definitions without actual kernfs tree operations.	
src/fs/kernfs/mount.rs	partial	fs/kernfs/mount.c	13	SHELL	ok	5	P2	1 function, 13 Rust lines; mount stub.		
src/fs/kernfs/symlink.rs	complete	fs/kernfs/symlink.c	434	PARTIAL	ok	50	P3,P4	13 functions for symlink creation/deletion; real kernel plumbing for sysfs integration present.		Proper symlink target copying and attribute handling.
src/fs/libfs.rs	partial	fs/libfs.c	1072	PARTIAL	ok	45	P4,P5,P6	32 functions over 1072 lines; exports for init_pseudo, simple_pin_fs; mixed: good module export logic, weak pseudo-fs fill.	Bare pointer offsets into Linux structs (struct layout assumptions); P6 C-ism carryover.	
src/fs/lockd/mod.rs	partial	fs/lockd	7	INDEX	ok	0		Module index stub.		
src/fs/lockd/netlink.rs	complete	fs/lockd/netlink.c	129	SHELL	over	10	P1,P2,P7	Metadata tables only (policy, ops, family struct); no kernel-integration logic like netlink dispatch or handler impl.	P7 tests only verify strings exist in source, not behavior.	
src/fs/lockd/procfs.rs	complete	fs/lockd/procfs.c	67	SHELL	over	25	P2,P3,P7	Pure parsing (grace-write accept/response generation) and init-result logic; no procfs VFS plumbing (register, unregister, read/write handlers).	lockd_create_procfs claimed but actual proc registration missing.	
src/fs/lockd/trace.rs	complete	fs/lockd/trace.c	31	INDEX	ok	0	P2	Metadata for trace compile unit; aggregator-only file.		
src/fs/minix/file.rs	complete	fs/minix/file.c	114	PARTIAL	ok	35	P1,P2,P3,P7	File ops table + minix_setattr outcome calculation; fsync/truncate plumbing absent.		minix_setattr_outcome nicely factors multi-branch error path logic.
src/fs/minix/itree_v1.rs	complete	fs/minix/itree_v1.c	150	SHELL	over	15	P2,P3,P7	Pure tree geometry (block_to_path, block_to_cpu, v1_minix_blocks); no get_block, truncate, or filesystem operations.		
src/fs/minix/itree_v2.rs	complete	fs/minix/itree_v2.c	171	SHELL	over	15	P2,P3,P7	Pure tree geometry with 4-level depth; no actual block I/O or VFS glue.		
src/fs/minix/mod.rs	partial	fs/minix	7	INDEX	ok	0		Directory aggregator (kind=DIR).		
src/fs/mod.rs	partial	fs	166	INDEX	ok	0		Directory aggregator (kind=DIR).		
src/fs/mount.rs	partial	fs/namespace.c,	1953	PARTIAL	ok	45	P4,P5,P6	Substantial Mount struct logic with Arc ownership, locks, path resolution; 23 unsafe lines but no full kernel path walk or SMP RCU-walk yet (stated in comments). Handles bind, move, remount.	P6 carryover: raw pointer manipulation in VfsPath.for_dentry and unsafe fn copy_mount_string.	VfsPath wraps Arc<Mount>+DentryRef elegantly vs Linux void* opaqueness; Rust type safety wins.
src/fs/mqueue.rs	partial	ipc/mqueue.c	63	PARTIAL	ok	30	P2,P3,P8	Mount surface + filesystem registration; actual mqueue syscall logic lives in IPC layer. Stub super ops (all None).		
src/fs/namei.rs	partial	fs/namei.c	156	PARTIAL	ok	40	P4,P5,P6	Path resolution (validate_open_how, path_lookupat, walk_component); ref-walk only (RCU-walk deferred M55+). Handles RESOLVE flags.	P6: still uses manual loop depth tracking (_depth field).	
src/fs/namespace.rs	partial	fs/namespace.c	110	PARTIAL	ok	35	P2,P4,P6	MntNamespace struct + namespace ops vtable (get/put/owner); copy_mnt_ns partial. Claims only M28-M39 plumbing.	P6: unsafe fn pointers and raw *mut pointers throughout.	
src/fs/netfs/fscache_main.rs	complete	fs/netfs/fscache_main.c	125	SHELL	over	20	P1,P2,P3,P7	Hash functions (hash_32_generic, fscache_hash), init/exit order lists, init-result logic; no workqueue/kmem_cache allocation impl.		fscache_hash nicely unifies word and byte variants with iteration.
src/fs/netfs/fscache_proc.rs	complete	fs/netfs/fscache_proc.c	104	SHELL	over	15	P1,P2,P7	Procfs tables and constants (stats entries); no read/write handler logic.		
src/fs/netfs/fscache_stats.rs	complete	fs/netfs/fscache_stats.c	114	SHELL	over	18	P1,P2,P7	Stats counter table and sequence-print formatting; no actual stat accumulation logic.		
src/fs/netfs/mod.rs	partial	fs/netfs	54	INDEX	ok	0		Directory aggregator (kind=DIR).		
src/fs/netfs/stats.rs	complete	fs/netfs/stats.c	93	SHELL	over	20	P1,P2,P7	Stats record structure + seq_printf format strings; no accumulation or read-side logic.		
src/fs/nfs/mod.rs	partial	fs/nfs	12	INDEX	ok	0		Directory aggregator (kind=DIR).		
src/fs/nfs/nfs2super.rs	complete	fs/nfs/nfs2super.c	112	SHELL	over	25	P1,P2,P3,P7	NFS v2 subversion metadata struct + register/unregister wrappers; no RPC or mount logic.		NfsSubversionContract struct clearly mirrors linux nfs_subversion layout.
src/fs/nfs/nfs3super.rs	complete	fs/nfs/nfs3super.c	113	SHELL	over	25	P1,P2,P3,P7	NFS v3 subversion metadata struct + register/unregister; mirrors v2 pattern exactly.		
src/fs/nfs/nfs4getroot.rs	complete	fs/nfs/nfs4getroot.c	114	SHELL	over	20	P1,P2,P3,P7	NFSv4 root dentry resolution constants and error-check logic; actual delegation/getattr ops absent.		
src/fs/nfs/nfs4sysctl.rs	complete	fs/nfs/nfs4sysctl.c	105	SHELL	over	18	P1,P2,P7	Sysctl parameter table metadata; no actual sysctl handler or write logic.		
src/fs/nfs/nfs4trace.rs	complete	fs/nfs/nfs4trace.c	49	INDEX	ok	0	P2	Trace compile-unit metadata only.		
src/fs/nfs/nfstrace.rs	complete	fs/nfs/nfstrace.c	41	INDEX	ok	0	P2	Trace compile-unit metadata only.		
src/fs/nfs/symlink.rs	complete	fs/nfs/symlink.c	113	PARTIAL	ok	35	P2,P3,P7	NFS symlink buffer allocation + length validation; actual readlink ops and RPC calls absent.		
